City,Age,Income,Vehicle_Ownership,Vehicle_Usage,Vehicle_Type,EV_Market_Share,Charging_Stations_Available,Psychographic,Behavioral
Delhi,49,41686,1,23,4-wheeler,0.43843474470894683,85,Tech-savvy,Long Distance
Mumbai,24,31920,0,24,4-wheeler,0.1240603534961501,27,Eco-friendly,Long Distance
Delhi,47,27432,1,46,4-wheeler,0.4812002393198286,48,Status-seeking,Rare Usage
Delhi,45,83575,1,34,2-wheeler,0.14055795353320538,63,Eco-friendly,Daily Commuting
Hyderabad,31,130507,1,30,E-rickshaw,0.4151531020141782,70,Cost-conscious,Weekend Trips
Pune,61,91725,1,35,2-wheeler,0.3069368854542418,62,Tech-savvy,Rare Usage
Mumbai,47,113575,1,39,4-wheeler,0.272157916751034,61,Eco-friendly,Long Distance
Hyderabad,34,53910,1,7,4-wheeler,0.21206231436410863,41,Status-seeking,Daily Commuting
Delhi,49,141764,0,44,4-wheeler,0.43654781409962606,23,Cost-conscious,Daily Commuting
Hyderabad,63,50226,0,33,2-wheeler,0.17990055901318006,34,Tech-savvy,Daily Commuting
Pune,23,93150,1,10,4-wheeler,0.3884965099971437,76,Status-seeking,Long Distance
Mumbai,68,79099,1,5,E-rickshaw,0.2783166604112025,54,Tech-savvy,Daily Commuting
Pune,41,132557,0,28,2-wheeler,0.499398002858908,48,Eco-friendly,Weekend Trips
Bangalore,23,106760,1,42,E-rickshaw,0.3445596080679091,76,Status-seeking,Long Distance
Mumbai,44,38013,1,38,4-wheeler,0.14167584152950738,94,Status-seeking,Rare Usage
Pune,35,41446,0,11,4-wheeler,0.2678084756607998,58,Eco-friendly,Daily Commuting
Delhi,41,135450,1,15,2-wheeler,0.12651959215407832,82,Status-seeking,Long Distance
Mumbai,54,125209,0,15,E-rickshaw,0.21426225375564584,92,Status-seeking,Rare Usage
Mumbai,41,123193,1,40,2-wheeler,0.23732671795244187,21,Status-seeking,Rare Usage
Hyderabad,55,90375,1,24,E-rickshaw,0.4412706433358412,84,Eco-friendly,Weekend Trips
Delhi,51,82509,1,20,4-wheeler,0.43519499064301426,60,Eco-friendly,Rare Usage
Bangalore,57,122261,1,9,2-wheeler,0.10462288799336049,79,Tech-savvy,Weekend Trips
Pune,64,115739,0,28,2-wheeler,0.3129114460020369,29,Eco-friendly,Long Distance
Hyderabad,32,20557,1,34,E-rickshaw,0.18941750224131298,68,Status-seeking,Weekend Trips
Pune,28,50666,1,34,4-wheeler,0.2280372392182223,59,Eco-friendly,Long Distance
Bangalore,39,57389,1,43,4-wheeler,0.10866051421021408,5,Status-seeking,Long Distance
Bangalore,41,67700,1,41,E-rickshaw,0.39989834617812525,84,Status-seeking,Daily Commuting
Mumbai,18,119143,1,37,E-rickshaw,0.4802359103009606,10,Status-seeking,Weekend Trips
Bangalore,35,44578,1,24,E-rickshaw,0.18770681612554074,23,Eco-friendly,Long Distance
Pune,61,94779,0,26,E-rickshaw,0.23670914681913302,91,Status-seeking,Daily Commuting
Delhi,29,29596,1,45,E-rickshaw,0.18257359789194572,78,Tech-savvy,Weekend Trips
Delhi,60,77500,1,25,4-wheeler,0.47201946545661144,50,Cost-conscious,Weekend Trips
Mumbai,45,92534,1,41,4-wheeler,0.10374238716297071,18,Cost-conscious,Rare Usage
Pune,57,30129,1,31,2-wheeler,0.33354491251641405,49,Tech-savvy,Daily Commuting
Pune,24,83394,0,42,4-wheeler,0.44830558444886004,80,Cost-conscious,Rare Usage
Bangalore,40,86046,1,39,E-rickshaw,0.17452286964613872,2,Tech-savvy,Long Distance
Pune,38,31596,1,42,4-wheeler,0.3359981165448329,2,Eco-friendly,Weekend Trips
Hyderabad,51,85355,1,44,4-wheeler,0.12025924194595397,91,Cost-conscious,Long Distance
Bangalore,28,32974,1,10,4-wheeler,0.42583405342712377,30,Tech-savvy,Daily Commuting
Hyderabad,39,86673,1,36,2-wheeler,0.20977164910917528,46,Tech-savvy,Weekend Trips
Mumbai,59,132004,0,20,2-wheeler,0.4955013668781043,7,Status-seeking,Long Distance
Delhi,52,140294,1,32,E-rickshaw,0.4688038481959108,16,Eco-friendly,Weekend Trips
Mumbai,69,146794,1,20,E-rickshaw,0.3930063879730856,98,Tech-savvy,Rare Usage
Delhi,46,113433,1,31,2-wheeler,0.2987370565485967,99,Cost-conscious,Daily Commuting
Mumbai,59,90202,1,7,4-wheeler,0.40663564474436076,90,Status-seeking,Daily Commuting
Pune,45,94442,1,25,4-wheeler,0.15224361901710487,44,Status-seeking,Daily Commuting
Hyderabad,35,41818,1,42,2-wheeler,0.22407985584566847,96,Status-seeking,Weekend Trips
Delhi,31,63246,1,42,E-rickshaw,0.11075855543074282,59,Eco-friendly,Long Distance
Bangalore,35,75598,1,34,4-wheeler,0.35800985664389606,74,Tech-savvy,Long Distance
Hyderabad,45,22654,0,26,E-rickshaw,0.42221505523260583,20,Eco-friendly,Daily Commuting
Bangalore,41,53758,1,23,4-wheeler,0.4785142214052671,69,Tech-savvy,Weekend Trips
Hyderabad,25,44204,1,35,E-rickshaw,0.3746028740200965,20,Status-seeking,Weekend Trips
Hyderabad,59,147309,0,24,4-wheeler,0.39283649608909177,57,Cost-conscious,Weekend Trips
Mumbai,62,54928,1,23,E-rickshaw,0.45818231129398046,54,Cost-conscious,Long Distance
Delhi,25,140428,1,6,E-rickshaw,0.47455121154325053,27,Eco-friendly,Daily Commuting
Delhi,21,73609,1,44,E-rickshaw,0.2965190199478823,80,Status-seeking,Long Distance
Hyderabad,44,50552,0,43,2-wheeler,0.14391495588330971,81,Tech-savvy,Rare Usage
Pune,53,133440,1,31,E-rickshaw,0.2865669239488629,74,Eco-friendly,Weekend Trips
Pune,22,30336,1,12,2-wheeler,0.3224295451489159,45,Status-seeking,Rare Usage
Bangalore,50,67037,0,49,2-wheeler,0.3526179085582176,43,Eco-friendly,Daily Commuting
Bangalore,66,36206,1,31,E-rickshaw,0.49571382292370936,88,Cost-conscious,Daily Commuting
Mumbai,51,54831,0,19,2-wheeler,0.4670252861163082,93,Status-seeking,Long Distance
Hyderabad,47,63563,1,16,2-wheeler,0.2585456810982914,24,Eco-friendly,Daily Commuting
Bangalore,25,38361,1,18,2-wheeler,0.14538147450828395,70,Tech-savvy,Daily Commuting
Bangalore,56,61335,0,11,4-wheeler,0.18591663928906843,48,Cost-conscious,Long Distance
Hyderabad,64,94469,0,21,E-rickshaw,0.1695198491333682,45,Tech-savvy,Long Distance
Mumbai,43,147365,1,30,2-wheeler,0.24240509085959863,90,Eco-friendly,Long Distance
Bangalore,54,137355,1,41,E-rickshaw,0.4505957135780928,89,Status-seeking,Long Distance
Mumbai,51,45816,0,24,2-wheeler,0.2751874024594877,62,Cost-conscious,Daily Commuting
Delhi,24,146350,1,14,E-rickshaw,0.3269109485591429,76,Tech-savvy,Rare Usage
Mumbai,57,35619,0,23,2-wheeler,0.17166674993548595,87,Tech-savvy,Long Distance
Pune,45,123223,0,22,4-wheeler,0.29713931239375857,11,Status-seeking,Daily Commuting
Pune,56,112479,1,34,4-wheeler,0.44945108856011684,77,Eco-friendly,Daily Commuting
Mumbai,56,46819,1,34,4-wheeler,0.4093853054072307,56,Tech-savvy,Daily Commuting
Pune,45,31741,1,29,2-wheeler,0.13247628631960864,72,Eco-friendly,Daily Commuting
Delhi,31,143297,0,28,E-rickshaw,0.4448289075000461,63,Eco-friendly,Daily Commuting
Hyderabad,67,142330,0,14,2-wheeler,0.20953123896797063,30,Eco-friendly,Long Distance
Pune,55,28798,1,6,4-wheeler,0.3662864997359869,3,Status-seeking,Long Distance
Pune,21,45143,0,42,2-wheeler,0.15855316205709255,53,Eco-friendly,Weekend Trips
Mumbai,59,69695,1,36,E-rickshaw,0.3698577480343209,82,Cost-conscious,Weekend Trips
Delhi,35,52747,0,39,4-wheeler,0.11428057154286533,64,Status-seeking,Long Distance
Hyderabad,61,132870,1,41,2-wheeler,0.34025788042808713,92,Tech-savvy,Long Distance
Mumbai,65,119187,0,11,E-rickshaw,0.3583760683045377,5,Status-seeking,Long Distance
Mumbai,42,149544,1,11,4-wheeler,0.19779868562362568,64,Tech-savvy,Rare Usage
Delhi,24,41182,1,31,E-rickshaw,0.474790435884192,88,Cost-conscious,Long Distance
Hyderabad,55,142728,1,14,E-rickshaw,0.1183889548801918,90,Eco-friendly,Daily Commuting
Delhi,45,29415,0,37,4-wheeler,0.4566837307139756,21,Eco-friendly,Rare Usage
Hyderabad,22,31085,1,47,2-wheeler,0.2527589950570124,16,Eco-friendly,Rare Usage
Delhi,20,35008,0,11,2-wheeler,0.3855658966810024,58,Eco-friendly,Daily Commuting
Mumbai,61,107638,1,10,2-wheeler,0.3606193709391742,28,Status-seeking,Daily Commuting
Mumbai,48,38452,1,10,2-wheeler,0.1672984864111982,66,Cost-conscious,Weekend Trips
Bangalore,64,142166,0,17,E-rickshaw,0.2275997102359435,16,Tech-savvy,Daily Commuting
Pune,59,84075,1,17,2-wheeler,0.31186939236501354,1,Status-seeking,Long Distance
Delhi,37,28120,1,6,2-wheeler,0.43860410815384276,31,Eco-friendly,Long Distance
Bangalore,36,84385,1,23,E-rickshaw,0.48194403037418754,21,Eco-friendly,Weekend Trips
Pune,65,93356,1,23,E-rickshaw,0.10823465333489671,96,Eco-friendly,Rare Usage
Delhi,28,130205,0,42,4-wheeler,0.24102330218840345,57,Tech-savvy,Rare Usage
Hyderabad,57,38170,1,6,E-rickshaw,0.3672575698329851,52,Tech-savvy,Weekend Trips
Pune,20,36259,1,30,4-wheeler,0.31109177329706683,85,Status-seeking,Long Distance
Mumbai,40,42099,1,10,4-wheeler,0.47720884634270366,46,Cost-conscious,Weekend Trips
Bangalore,24,29649,1,24,2-wheeler,0.10678777381437912,3,Tech-savvy,Long Distance
Pune,40,149394,1,27,2-wheeler,0.27509575944705433,37,Status-seeking,Long Distance
Pune,24,115791,0,19,2-wheeler,0.36752153912184893,12,Tech-savvy,Daily Commuting
Mumbai,63,79258,0,10,E-rickshaw,0.18703348554718238,60,Status-seeking,Weekend Trips
Delhi,51,61037,1,32,E-rickshaw,0.3903485544459794,86,Eco-friendly,Weekend Trips
Hyderabad,59,31805,1,39,2-wheeler,0.1324914512885234,63,Tech-savvy,Long Distance
Mumbai,36,135996,1,15,2-wheeler,0.28041541179252616,76,Eco-friendly,Long Distance
Hyderabad,26,143527,1,12,E-rickshaw,0.37049398247628196,83,Cost-conscious,Daily Commuting
Delhi,65,63147,1,28,4-wheeler,0.20670285129619265,32,Eco-friendly,Long Distance
Pune,68,94280,1,25,4-wheeler,0.12953856707010514,97,Cost-conscious,Long Distance
Hyderabad,35,66053,1,40,2-wheeler,0.4828086439197772,37,Tech-savvy,Rare Usage
Bangalore,58,126777,0,11,2-wheeler,0.4655292115181051,28,Cost-conscious,Weekend Trips
Bangalore,65,117841,1,9,2-wheeler,0.4705479646446932,60,Eco-friendly,Daily Commuting
Mumbai,62,111393,0,33,4-wheeler,0.49140095331909117,31,Tech-savvy,Daily Commuting
Delhi,59,144726,0,20,2-wheeler,0.17387922176454862,10,Status-seeking,Long Distance
Mumbai,42,148359,1,10,4-wheeler,0.1631103991169781,17,Tech-savvy,Weekend Trips
Mumbai,69,96215,0,18,E-rickshaw,0.11368583448307082,44,Status-seeking,Rare Usage
Mumbai,31,132909,0,6,E-rickshaw,0.456729115047113,20,Eco-friendly,Daily Commuting
Bangalore,61,115365,0,29,E-rickshaw,0.40110513645438084,11,Tech-savvy,Long Distance
Bangalore,42,30985,0,35,2-wheeler,0.3533049644473977,19,Status-seeking,Weekend Trips
Mumbai,36,113823,1,17,E-rickshaw,0.47107046367445493,6,Eco-friendly,Rare Usage
Bangalore,56,32391,0,22,4-wheeler,0.33003064579699887,90,Cost-conscious,Weekend Trips
Delhi,32,24861,1,21,4-wheeler,0.15189230109021923,70,Status-seeking,Daily Commuting
Mumbai,33,83582,1,49,4-wheeler,0.17074578997400316,1,Cost-conscious,Long Distance
Bangalore,44,71928,1,32,2-wheeler,0.1528735721352386,42,Tech-savvy,Long Distance
Hyderabad,57,54364,1,16,2-wheeler,0.223063205089213,96,Status-seeking,Daily Commuting
Mumbai,27,102399,1,39,4-wheeler,0.25179873324544555,20,Eco-friendly,Daily Commuting
Mumbai,21,117035,0,26,4-wheeler,0.41873562587387503,28,Eco-friendly,Weekend Trips
Delhi,68,138000,1,43,4-wheeler,0.17650156457813737,31,Cost-conscious,Daily Commuting
Pune,36,140844,1,5,4-wheeler,0.39014606113748085,44,Eco-friendly,Weekend Trips
Pune,45,113330,1,41,E-rickshaw,0.29649140084580305,75,Tech-savvy,Long Distance
Delhi,38,62923,1,25,4-wheeler,0.4998639684513092,76,Tech-savvy,Rare Usage
Delhi,64,27919,0,5,2-wheeler,0.4106329844179476,58,Cost-conscious,Long Distance
Delhi,31,75896,1,8,2-wheeler,0.48758119546131706,2,Status-seeking,Long Distance
Pune,50,128638,0,36,2-wheeler,0.23694060065413136,38,Eco-friendly,Rare Usage
Delhi,65,105818,1,5,2-wheeler,0.14922007726650316,50,Tech-savvy,Rare Usage
Bangalore,27,67396,1,17,2-wheeler,0.3023583220580824,7,Status-seeking,Rare Usage
Mumbai,36,54840,1,21,4-wheeler,0.14969578954538962,45,Tech-savvy,Long Distance
Mumbai,47,62255,1,16,4-wheeler,0.29698068194482596,65,Tech-savvy,Daily Commuting
Hyderabad,39,91160,1,11,E-rickshaw,0.20797641047015217,5,Status-seeking,Long Distance
Hyderabad,20,148165,1,7,E-rickshaw,0.2964188849712347,57,Status-seeking,Daily Commuting
Mumbai,54,119242,0,30,E-rickshaw,0.4798544814487864,40,Eco-friendly,Weekend Trips
Bangalore,58,28176,1,35,4-wheeler,0.2156136256893989,78,Cost-conscious,Long Distance
Pune,35,53529,1,40,E-rickshaw,0.49737361974782446,53,Cost-conscious,Rare Usage
Pune,28,76406,1,30,4-wheeler,0.19173178776163421,75,Tech-savvy,Long Distance
Bangalore,65,32941,1,7,2-wheeler,0.18324335159881336,40,Cost-conscious,Long Distance
Pune,19,21669,1,48,4-wheeler,0.3179154091996757,47,Tech-savvy,Rare Usage
Delhi,29,125432,1,32,4-wheeler,0.4368179753264342,95,Status-seeking,Weekend Trips
Mumbai,23,105782,0,48,2-wheeler,0.3998014076726971,69,Tech-savvy,Weekend Trips
Mumbai,60,137373,1,21,2-wheeler,0.3894147741183861,26,Eco-friendly,Weekend Trips
Bangalore,57,64859,1,42,2-wheeler,0.21305317646085237,46,Tech-savvy,Weekend Trips
Pune,61,75786,1,34,E-rickshaw,0.10900671042812951,76,Tech-savvy,Long Distance
Hyderabad,46,71083,1,6,E-rickshaw,0.16469931605770097,22,Eco-friendly,Long Distance
Hyderabad,47,60076,1,12,E-rickshaw,0.23978932045566903,73,Eco-friendly,Rare Usage
Pune,19,40323,1,18,2-wheeler,0.4886735002280803,13,Cost-conscious,Daily Commuting
Hyderabad,26,119430,1,41,E-rickshaw,0.4679109831895518,60,Status-seeking,Rare Usage
Bangalore,64,146177,1,39,2-wheeler,0.1802578349064397,66,Status-seeking,Weekend Trips
Bangalore,19,26021,1,46,2-wheeler,0.39024899119387835,75,Eco-friendly,Daily Commuting
Pune,46,147550,0,43,2-wheeler,0.3316067427613526,24,Status-seeking,Rare Usage
Hyderabad,50,124741,0,15,E-rickshaw,0.11993706003509051,64,Tech-savvy,Weekend Trips
Bangalore,27,59807,1,19,E-rickshaw,0.24868224451943588,95,Status-seeking,Daily Commuting
Bangalore,51,148305,0,6,2-wheeler,0.29442949614636105,23,Eco-friendly,Daily Commuting
Delhi,61,140061,1,41,E-rickshaw,0.3670296493400408,52,Status-seeking,Weekend Trips
Delhi,25,70355,0,47,4-wheeler,0.2179620464057774,72,Eco-friendly,Daily Commuting
Bangalore,54,122439,0,36,E-rickshaw,0.4735274516217929,49,Cost-conscious,Rare Usage
Pune,50,133415,1,44,2-wheeler,0.2807516226814678,0,Eco-friendly,Rare Usage
Mumbai,64,64732,1,17,2-wheeler,0.19941184964678604,38,Tech-savvy,Rare Usage
Mumbai,23,28711,0,47,2-wheeler,0.22657123489889908,73,Tech-savvy,Daily Commuting
Bangalore,61,83079,0,21,4-wheeler,0.40075417144758574,43,Tech-savvy,Daily Commuting
Bangalore,57,27904,0,19,2-wheeler,0.35611414702982536,93,Eco-friendly,Weekend Trips
Bangalore,62,84033,1,37,2-wheeler,0.39687120857831204,4,Eco-friendly,Weekend Trips
Pune,36,120587,0,20,E-rickshaw,0.21693673012835993,67,Tech-savvy,Daily Commuting
Delhi,49,106478,1,17,4-wheeler,0.23073944740141777,71,Status-seeking,Rare Usage
Bangalore,44,140035,1,26,E-rickshaw,0.25868764662031407,79,Eco-friendly,Daily Commuting
Bangalore,18,109787,1,27,2-wheeler,0.17543719939800162,64,Status-seeking,Long Distance
Hyderabad,60,75096,0,40,2-wheeler,0.37641781797449925,78,Cost-conscious,Rare Usage
Pune,69,110594,1,47,4-wheeler,0.23173980563113947,87,Cost-conscious,Long Distance
Bangalore,50,120781,1,14,2-wheeler,0.23049448965677655,14,Cost-conscious,Weekend Trips
Hyderabad,57,23093,1,21,4-wheeler,0.20774598795485597,49,Cost-conscious,Daily Commuting
Mumbai,49,44918,1,34,E-rickshaw,0.28113112188057016,5,Tech-savvy,Long Distance
Bangalore,22,92743,1,17,4-wheeler,0.40879043169368423,65,Eco-friendly,Daily Commuting
Bangalore,34,82636,0,34,E-rickshaw,0.4342434821833093,68,Cost-conscious,Long Distance
Hyderabad,25,78806,1,34,2-wheeler,0.4218031510732907,38,Tech-savvy,Daily Commuting
Pune,59,29394,1,11,E-rickshaw,0.3484774310447548,97,Cost-conscious,Rare Usage
Bangalore,51,144501,1,14,E-rickshaw,0.2121710140233113,95,Eco-friendly,Weekend Trips
Mumbai,26,149156,1,39,E-rickshaw,0.39394208232335115,28,Cost-conscious,Rare Usage
Bangalore,40,112510,1,6,4-wheeler,0.11574477669685149,92,Cost-conscious,Weekend Trips
Mumbai,52,113708,0,34,E-rickshaw,0.41926096292417936,87,Status-seeking,Rare Usage
Delhi,67,117819,0,23,4-wheeler,0.4120910256266299,45,Status-seeking,Weekend Trips
Delhi,24,133145,1,43,4-wheeler,0.36800044527059117,30,Status-seeking,Rare Usage
Mumbai,32,124531,1,41,4-wheeler,0.1391701799942311,23,Status-seeking,Daily Commuting
Pune,37,33280,1,7,2-wheeler,0.4989365342113191,14,Cost-conscious,Rare Usage
Bangalore,67,56303,1,29,2-wheeler,0.4025636769603981,75,Cost-conscious,Long Distance
Bangalore,42,47453,1,38,2-wheeler,0.3939227324031572,19,Status-seeking,Long Distance
Delhi,20,141692,0,26,4-wheeler,0.12560314101172462,3,Eco-friendly,Daily Commuting
Mumbai,63,128886,1,42,2-wheeler,0.2594820506291594,57,Tech-savvy,Daily Commuting
Bangalore,41,80695,0,18,E-rickshaw,0.13446919985879258,76,Cost-conscious,Daily Commuting
Bangalore,51,88449,1,43,4-wheeler,0.2444148027236163,60,Status-seeking,Long Distance
Pune,63,45765,1,6,2-wheeler,0.3281942217428734,9,Tech-savvy,Rare Usage
Hyderabad,39,22340,1,36,4-wheeler,0.4515488753426461,40,Status-seeking,Daily Commuting
Delhi,28,146460,1,47,2-wheeler,0.21317509319779876,52,Status-seeking,Rare Usage
Delhi,65,111715,0,7,E-rickshaw,0.34936586099290984,86,Eco-friendly,Weekend Trips
Hyderabad,25,113409,0,45,4-wheeler,0.16586076893792226,70,Eco-friendly,Rare Usage
Bangalore,56,58057,1,12,2-wheeler,0.24158554277688965,75,Cost-conscious,Rare Usage
Pune,60,20597,1,30,2-wheeler,0.47889499009453307,47,Status-seeking,Long Distance
Pune,52,77988,1,36,E-rickshaw,0.3990563662330927,14,Tech-savvy,Rare Usage
Delhi,66,114655,1,15,E-rickshaw,0.31832230567486874,6,Cost-conscious,Long Distance
Pune,63,35025,1,5,2-wheeler,0.20067871966246464,71,Eco-friendly,Weekend Trips
Hyderabad,55,27145,0,19,2-wheeler,0.2518820890575555,70,Cost-conscious,Long Distance
Bangalore,25,121206,0,8,4-wheeler,0.1626773335410058,42,Cost-conscious,Weekend Trips
Hyderabad,54,75797,1,8,4-wheeler,0.24138687723882435,3,Status-seeking,Weekend Trips
Mumbai,44,61723,0,32,2-wheeler,0.16025313051487694,50,Tech-savvy,Daily Commuting
Delhi,45,93230,1,14,E-rickshaw,0.4181228132044458,70,Eco-friendly,Rare Usage
Pune,57,24830,1,15,4-wheeler,0.1323036359769153,58,Cost-conscious,Rare Usage
Mumbai,51,43930,0,27,2-wheeler,0.17576219192284204,40,Cost-conscious,Daily Commuting
Pune,49,43752,1,7,E-rickshaw,0.37646669191230153,60,Status-seeking,Daily Commuting
Bangalore,32,128138,1,43,E-rickshaw,0.4610066849682316,29,Cost-conscious,Rare Usage
Bangalore,61,96025,1,43,2-wheeler,0.48583664390704073,17,Tech-savvy,Daily Commuting
Bangalore,34,118228,0,21,2-wheeler,0.4344091666963107,29,Status-seeking,Daily Commuting
Pune,50,101304,1,26,4-wheeler,0.18458871054648998,6,Eco-friendly,Weekend Trips
Mumbai,64,82040,1,31,2-wheeler,0.21428451433281992,51,Cost-conscious,Daily Commuting
Bangalore,63,128668,1,20,4-wheeler,0.4483009411994212,47,Cost-conscious,Daily Commuting
Mumbai,69,87696,0,20,E-rickshaw,0.45573318589764433,22,Status-seeking,Long Distance
Pune,33,131572,1,44,4-wheeler,0.356261266328045,36,Cost-conscious,Rare Usage
Mumbai,46,84648,1,7,2-wheeler,0.22545643967474802,70,Eco-friendly,Long Distance
Pune,26,75030,1,37,4-wheeler,0.1896226652183907,92,Tech-savvy,Daily Commuting
Pune,50,76815,1,46,E-rickshaw,0.4409130797050985,97,Tech-savvy,Daily Commuting
Delhi,66,105669,1,6,E-rickshaw,0.18210199937990235,52,Status-seeking,Long Distance
Pune,46,132789,1,43,2-wheeler,0.3647217402729669,44,Cost-conscious,Daily Commuting
Pune,30,55690,0,31,4-wheeler,0.48718133709365286,48,Status-seeking,Weekend Trips
Hyderabad,38,108406,1,19,2-wheeler,0.38211655699991776,48,Status-seeking,Long Distance
Bangalore,38,110032,0,11,2-wheeler,0.20306812526583903,81,Status-seeking,Long Distance
Delhi,22,77923,1,49,E-rickshaw,0.21300236050977794,46,Status-seeking,Rare Usage
Delhi,27,56572,1,46,4-wheeler,0.13715791016836218,24,Status-seeking,Long Distance
Delhi,23,74030,1,13,2-wheeler,0.3744949959843249,90,Cost-conscious,Weekend Trips
Hyderabad,68,87904,1,45,E-rickshaw,0.30737427258551975,26,Tech-savvy,Daily Commuting
Pune,30,133461,1,10,2-wheeler,0.18258867981446683,11,Tech-savvy,Long Distance
Bangalore,18,126397,0,16,4-wheeler,0.19106732021977205,22,Tech-savvy,Long Distance
Mumbai,37,122236,1,34,2-wheeler,0.10360982190687325,16,Cost-conscious,Rare Usage
Pune,64,49203,1,24,4-wheeler,0.49136775964265844,43,Cost-conscious,Rare Usage
Hyderabad,63,97088,1,24,E-rickshaw,0.4312072742163726,70,Status-seeking,Daily Commuting
Pune,25,25608,1,31,E-rickshaw,0.2576679802112892,23,Tech-savvy,Long Distance
Pune,27,141323,1,24,2-wheeler,0.4784359403176367,70,Status-seeking,Weekend Trips
Hyderabad,26,65667,1,11,E-rickshaw,0.37084797566176064,92,Tech-savvy,Daily Commuting
Delhi,66,75547,1,44,2-wheeler,0.40058501425112547,59,Eco-friendly,Weekend Trips
Delhi,58,42485,1,44,2-wheeler,0.3719821999494962,52,Cost-conscious,Long Distance
Bangalore,20,127596,1,34,4-wheeler,0.40273953278171626,91,Eco-friendly,Daily Commuting
Bangalore,28,29862,1,12,2-wheeler,0.16837557125423067,86,Tech-savvy,Rare Usage
Delhi,29,148391,1,6,4-wheeler,0.32495919901391923,73,Status-seeking,Rare Usage
Mumbai,27,123835,1,18,2-wheeler,0.439750510155383,15,Cost-conscious,Weekend Trips
Pune,42,95948,1,14,4-wheeler,0.10781703358802336,97,Cost-conscious,Daily Commuting
Mumbai,66,106890,1,22,E-rickshaw,0.14937718135541644,24,Status-seeking,Weekend Trips
Pune,66,91880,1,22,2-wheeler,0.19825592386443566,65,Eco-friendly,Rare Usage
Delhi,42,77560,1,20,4-wheeler,0.2178906786910708,49,Eco-friendly,Long Distance
Bangalore,28,135063,1,9,2-wheeler,0.173081546636294,68,Eco-friendly,Rare Usage
Bangalore,53,126191,0,35,4-wheeler,0.34973215597242646,77,Eco-friendly,Long Distance
Mumbai,56,103529,1,41,4-wheeler,0.2176076284774974,94,Cost-conscious,Weekend Trips
Bangalore,43,114218,1,24,2-wheeler,0.16323993748543664,39,Tech-savvy,Weekend Trips
Delhi,31,134462,1,27,2-wheeler,0.4623304728747202,5,Status-seeking,Weekend Trips
Mumbai,56,48415,1,36,E-rickshaw,0.37801381261893185,63,Tech-savvy,Long Distance
Pune,57,84523,1,46,E-rickshaw,0.1984234986300499,27,Tech-savvy,Weekend Trips
Bangalore,18,39323,1,21,E-rickshaw,0.24438145332446873,8,Eco-friendly,Weekend Trips
Hyderabad,21,73214,1,17,2-wheeler,0.3963142251554794,5,Tech-savvy,Daily Commuting
Bangalore,47,37997,1,17,E-rickshaw,0.4163640294281916,16,Eco-friendly,Long Distance
Pune,29,141266,1,21,4-wheeler,0.17057446616809163,39,Eco-friendly,Weekend Trips
Mumbai,52,77003,1,19,2-wheeler,0.47463043362949275,98,Tech-savvy,Weekend Trips
Pune,30,23679,1,30,4-wheeler,0.4141087755960049,75,Status-seeking,Long Distance
Hyderabad,69,115025,1,48,4-wheeler,0.4427257748535415,44,Tech-savvy,Long Distance
Delhi,48,60308,0,32,4-wheeler,0.15754352278531975,81,Tech-savvy,Rare Usage
Bangalore,55,95024,0,46,2-wheeler,0.1573468608853532,42,Cost-conscious,Rare Usage
Mumbai,60,59842,1,49,2-wheeler,0.222147537690147,97,Eco-friendly,Daily Commuting
Delhi,40,85408,1,34,E-rickshaw,0.1258585678499892,45,Cost-conscious,Weekend Trips
Pune,21,89532,1,47,E-rickshaw,0.13642693074230838,62,Status-seeking,Long Distance
Mumbai,69,73938,1,39,E-rickshaw,0.1572828622079749,0,Tech-savvy,Weekend Trips
Delhi,33,25695,1,26,E-rickshaw,0.38497189307397883,58,Cost-conscious,Rare Usage
Mumbai,24,115740,0,14,4-wheeler,0.11209211665647967,62,Cost-conscious,Rare Usage
Hyderabad,39,78499,1,15,2-wheeler,0.13329791254744025,78,Tech-savvy,Rare Usage
Hyderabad,46,43382,0,42,E-rickshaw,0.4776734144742726,17,Tech-savvy,Long Distance
Bangalore,28,34235,1,37,4-wheeler,0.13346267266893763,85,Eco-friendly,Weekend Trips
Bangalore,50,82223,1,10,2-wheeler,0.3149849481076007,81,Eco-friendly,Long Distance
Hyderabad,46,22366,1,41,2-wheeler,0.357029276905097,64,Cost-conscious,Weekend Trips
Mumbai,56,47467,0,11,2-wheeler,0.483437405486118,19,Tech-savvy,Daily Commuting
Hyderabad,29,79316,0,48,4-wheeler,0.4599210871646576,55,Eco-friendly,Rare Usage
Bangalore,24,132468,1,16,E-rickshaw,0.2762731068746408,53,Eco-friendly,Rare Usage
Hyderabad,56,26764,1,11,2-wheeler,0.47686562452660197,47,Status-seeking,Rare Usage
Hyderabad,59,110896,0,6,4-wheeler,0.2729063499191673,99,Cost-conscious,Rare Usage
Mumbai,65,133831,1,5,2-wheeler,0.3679674861882529,53,Cost-conscious,Long Distance
Delhi,43,81836,0,27,4-wheeler,0.2038432282872774,88,Cost-conscious,Rare Usage
Bangalore,57,51923,1,29,E-rickshaw,0.35465781035581734,15,Tech-savvy,Weekend Trips
Mumbai,26,143961,0,22,E-rickshaw,0.3152755778434662,19,Status-seeking,Weekend Trips
Hyderabad,58,115711,1,48,2-wheeler,0.3427324171016981,46,Eco-friendly,Rare Usage
